category,title,abstract
physics,"Discrepancies in Southern Hemisphere Mid-latitude Atmospheric
  Variability of the NCEP-NCAR and ECMWF Reanalyses","In this study we compare the representation of the southern hemisphere
midlatitude winter variability in the NCEP-NCAR and ERA40 reanalyses. We use
the classical Hayashi spectral technique, recently applied to compare the
description of the atmospheric variability in the northern hemisphere on
different spectral sub-domains. We test the agreement of the two reanalysis
systems in the representation of the atmospheric activity. In the southern
hemisphere, even in the satellite period, the assimilated data are relatively
scarce, predominately over the oceans, and they provide a weaker constraint to
the model dynamics. We find relevant discrepancies in the description of the
variability at different spatial and temporal scales. ERA40 is generally
characterised by a larger variance, especially in the high frequency spectral
region. In the pre-satellite period the discrepancies between the two
reanalyses are large and randomly distributed while after the 1979 the
discrepancies are systematic. Moreover, a sudden jump in the VTPR period
(1973-1978) is observed, mostly in the ERA40 reanalysis. Our results suggest
that today we do not have a well-defined picture of the properties of the
winter mid-latitude variability in the southern hemisphere to be used in the
evaluation of the realism of climate models and demand for an intercomparison
study for the assessment of the self-consistency of the IPCC models in the
representation of the analysed properties."
physics,"Extreme Value Statistics of the Total Energy in an Intermediate
  Complexity Model of the Mid-latitude Atmospheric Jet. Part II: trend
  detection and assessment","A baroclinic model for the atmospheric jet at middle-latitudes is used as
stochastic generator of non-stationary time series of the total energy of the
system. A linear time trend is imposed on the parameter $T_E$, descriptive of
the forced equator-to-pole temperature gradient and responsible for setting the
average baroclinicity in the model. The focus lies on establishing a
theoretically sound framework for the detection and assessment of trend at
extreme values of the generated time series. This problem is dealt with by
fitting time-dependent Generalized Extreme Value (GEV) models to sequences of
yearly maxima of the total energy. A family of GEV models is used in which the
location $\mu$ and scale parameters $\sigma$ depend quadratically and linearly
on time, respectively, while the shape parameter $\xi$ is kept constant. From
this family, a model is selected by using diagnostic graphical tools, such as
probability and quantile plots, and by means of the likelihood ratio test. The
inferred location and scale parameters are found to depend in a rather smooth
way on time and, therefore, on $T_E$. In particular, power-law dependences of
$\mu$ and $\sigma$ on $T_E$ are obtained, in analogy with the results of a
previous work where the same baroclinic model was run with fixed values of
$T_E$ spanning the same range as in this case. It is emphasized under which
conditions the adopted approach is valid."
physics,"Definition of the moist-air exergy norm: a comparison with existing
  ""moist energy norms""","This study presents a new formulation for the norms and scalar products used
in tangent linear or adjoint models to determine forecast errors and
sensitivity to observations and to calculate singular vectors. The new norm is
derived from the concept of moist-air available enthalpy, which is one of the
availability functions referred to as exergy in general thermodynamics. It is
shown that the sum of the kinetic energy and the moist-air available enthalpy
can be used to define a new moist-air squared norm which is quadratic in: 1)
wind components; 2) temperature; 3) surface pressure; and 4) water vapor
content. Preliminary numerical applications are performed to show that the new
weighting factors for temperature and water vapor are significantly different
from those used in observation impact studies, and are in better agreement with
observed analysis increments. These numerical applications confirm that the
weighting factors for water vapor and temperature exhibit a large increase with
height (by several orders of magnitude) and a minimum in the middle
troposphere, respectively."
physics,"Synchronization to big-data: nudging the Navier-Stokes equations for
  data assimilation of turbulent flows","Nudging is an important data assimilation technique where partial field
measurements are used to control the evolution of a dynamical system and/or to
reconstruct the entire phase-space configuration of the supplied flow. Here, we
apply it to the toughest problem in fluid dynamics: three dimensional
homogeneous and isotropic turbulence. By doing numerical experiments we perform
a systematic assessment of how well the technique reconstructs large- and
small-scales features of the flow with respect to the quantity and the
quality/type of data supplied to it. The types of data used are: (i) field
values on a fixed number of spatial locations (Eulerian nudging), (ii) Fourier
coefficients of the fields on a fixed range of wavenumbers (Fourier nudging),
or (iii) field values along a set of moving probes inside the flow (Lagrangian
nudging). We present state-of-the-art quantitative measurements of the
scale-by-scale {\it transition to synchronization} and a detailed discussion of
the probability distribution function of the reconstruction error, by comparing
the nudged field and the {\it truth} point-by-point. Furthermore, we show that
for more complex flow configurations, like the case of anisotropic rotating
turbulence, the presence of cyclonic and anticyclonic structures leads to
unexpectedly better performances of the algorithm. We discuss potential further
applications of nudging to a series of applied flow configurations, including
the problem of field-reconstruction in thermal Rayleigh-B\'enard convection and
in magnetohydrodynamics (MHD), and to the determination of optimal
parametrisation for small-scale turbulent modeling. Our study fixes the
standard requirements for future applications of nudging to complex turbulent
flows."
physics,"Meridional energy transport extremes and the general circulation of
  Northern Hemisphere mid-latitudes: dominant weather regimes and preferred
  zonal wavenumbers","The extratropical meridional energy transport in the atmosphere is
fundamentally intermittent in nature, having extremes large enough to affect
the net seasonal transport. Here, we investigate how these extreme transports
are associated with the dynamics of the atmosphere at multiple spatial scales,
from planetary to synoptic. We use the ERA5 reanalysis data to perform a
wavenumber decomposition of meridional energy transport in the Northern
Hemisphere mid-latitudes during winter and summer. We then relate extreme
transport events to atmospheric circulation anomalies and dominant weather
regimes, identified by clustering 500hPa geopotential height fields. In
general, planetary-scale waves determine the strength and meridional position
of the synoptic-scale baroclinic activity with their phase and amplitude, but
important differences emerge between seasons. During winter, large wavenumbers
($k=2-3$) are key drivers of the meridional energy transport extremes, and
planetary and synoptic-scale transport extremes virtually never co-occur. In
summer, extremes are associated with higher wavenumbers ($k=4-6$), identified
as synoptic-scale motions. We link these waves and the transport extremes to
recent results on exceptionally strong and persistent co-occurring summertime
heat waves across the Northern Hemisphere mid-latitudes. We show that the
weather regime structures associated with these heat wave events are typical
for extremely large poleward energy transport events."
physics,Large Scale Weather Control Using Nuclear Reactors,"It is pointed out that controlled release of thermal energy from fission type
nuclear reactors can be used to alter weather patterns over significantly large
geographical regions. (1) Nuclear heat creates a low pressure region, which can
be used to draw moist air from oceans, onto deserts. (2) Creation of low
pressure zones over oceans using Nuclear heat can lead to Controlled Cyclone
Creation (CCC).(3) Nuclear heat can also be used to melt glaciers and control
water flow in rivers."
physics,"Intercomparison of the northern hemisphere winter mid-latitude
  atmospheric variability of the IPCC models","We compare, for the overlapping time frame 1962-2000, the estimate of the
northern hemisphere (NH) mid-latitude winter atmospheric variability within the
XX century simulations of 17 global climate models (GCMs) included in the
IPCC-4AR with the NCEP and ECMWF reanalyses. We compute the Hayashi spectra of
the 500hPa geopotential height fields and introduce an integral measure of the
variability observed in the NH on different spectral sub-domains. Only two
high-resolution GCMs have a good agreement with reanalyses. Large biases, in
most cases larger than 20%, are found between the wave climatologies of most
GCMs and the reanalyses, with a relative span of around 50%. The travelling
baroclinic waves are usually overestimated, while the planetary waves are
usually underestimated, in agreement with previous studies performed on global
weather forecasting models. When comparing the results of various versions of
similar GCMs, it is clear that in some cases the vertical resolution of the
atmosphere and, somewhat unexpectedly, of the adopted ocean model seem to be
critical in determining the agreement with the reanalyses. The GCMs ensemble is
biased with respect to the reanalyses but is comparable to the best 5 GCMs.
This study suggests serious caveats with respect to the ability of most of the
presently available GCMs in representing the statistics of the global scale
atmospheric dynamics of the present climate and, a fortiori, in the perspective
of modelling climate change."
physics,Significance of a one-degree Celsius increase in global temperature,"The Intergovernmental Panel on Climate Change reports indicate that the
global mean temperature is about one-degree Celsius higher than pre-industrial
levels, that this increase is anthropogenic, and that there is a causal
relationship between this higher temperature and an increase in frequency and
magnitude of extreme weather events. This causal relationship seems at odds
with common sense, and may be difficult to explain to non-experts. Thus to
appreciate the significance of a one-degree increase in global mean
temperature, we perform back-of-the-envelope calculations relying on simple
physics. We estimate the excess thermal energy trapped in the climate system
(oceans, land, atmosphere) from a one-degree Celsius increase in global mean
temperature, and show that it is thousands of times larger than the estimated
energy required to form and maintain a hurricane. Our estimates show that
global warming is forming a very large pool of excess energy that could in
principle power heatwaves, heavy precipitation, droughts, and hurricanes. The
arguments presented here are sufficiently simple to be presented in
introductory physics classes, and can serve as plausibility arguments showing
that even a seemingly small increase in global mean temperature can potentially
lead to extreme weather events."
physics,"X-ray phase contrast imaging of biological specimens with tabletop
  synchrotron radiation","Since their discovery in 1896, x-rays have had a profound impact on science,
medicine and technology. Here we show that the x-rays from a novel tabletop
source of bright coherent synchrotron radiation can be applied to phase
contrast imaging of biological specimens, yielding superior image quality and
avoiding the need for scarce or expensive conventional sources."
physics,"A fully {\it ab initio} potential curve of near-spectroscopic quality
  for the OH^- anion: importance of connected quadruple excitations and scalar
  relativistic effects","A benchmark study has been carried out on the ground-state potential curve of
the hydroxyl anion, OH^{-}, including detailed calibration of both the
1-particle and n-particle basis sets. The CCSD(T) basis set limit overestimates
$\omega_e$ by about 10 cm^{-1}, which is only remedied by inclusion of
connected quadruple excitations in the coupled cluster expansion --- or,
equivalently, the inclusion of the $2\pi$ orbitals in the active space of a
multireference calculation. Upon inclusion of scalar relativistic effects (-3
cm^{-1} on $\omega_e$), a potential curve of spectroscopic quality (sub-cm^{-1}
accuracy) is obtained. Our best computed EA(OH), 1.828 eV, agrees to three
decimal places with the best available experimental value. Our best computed
dissociation energies, D_0(OH^-)=4.7796 eV and D_0(OH)=4.4124 eV, suggest that
the experimental D_0(OH)=4.392 eV may possibly be about 0.02 eV too low."
physics,"Concept to assess the human perception of odour by estimating short-time
  peak concentrations from one-hour mean values. Reply to a comment by Müller
  et al","Biologically relevant exposure to environmental pollutants often shows a
non-linear relationship. For their assessment, as a rule short term
concentrations have to be determined instead of long term mean values. This is
also the case for the perception of odour. Regulatory dispersion models like
AUSTAL2000 calculate long term mean concentration values (one-hour), but
provide no information on the fluctuation from this mean. The ratio between a
short term mean value (relevant for odour perception) and the long term mean
value (calculated by the dispersion model), called the peak-to-mean value, is
usually used to describe these fluctuations. In general, this ratio can be
defined in different ways. M\""uller et al. (2012), in a comment to Schauberger
et al. (2012) which includes a statement that AUSTAL2000 uses a constant factor
of 4, argue that AUSTAL2000 does not apply a peak-to-mean factor and does not
calculate odour exceedance probabilities. Instead it calculates the frequency
of so-called odour-hours by applying the relation between the 90-percentile of
the instantaneous concentration and the hourly mean (Janicke and Janicke,
2007a), not between some peak value and the mean. According to Janicke and
Janicke (2007a), the 90-percentile of the instantaneous concentration can in
practice be estimated with sufficient accuracy from the hourly mean by using a
factor of 4. Having so far replied to M\""uller et al. (2012) we take
additionally the opportunity to elaborate a little more on the peak-to-mean
concept, especially pointing out that a constant factor independent of the
stability of the atmosphere, the distance from and the geometry of the source,
is not appropriate. On the contrary it shows a sophisticated structure which
cannot be described by only one single value."
physics,"Revisting the limits of atmospheric temperature retrieval from
  cosmic-ray measurements","A priori, cosmic-ray measurements offer a unique capability to determine the
vertical profile of atmospheric temperatures directly from ground. However,
despite the increased understanding of the impact of the atmosphere on
cosmic-ray rates, attempts to explore the technological potential of the latter
for atmospheric physics remain very limited. In this paper we examine the
intrinsic limits of the process of cosmic-ray data inversion for atmospheric
temperature retrieval, by combining a detection station at ground with another
one placed at an optimal depth, and making full use of the angular information.
With that aim, the temperature-induced variations in c. r. rates have been
simulated resorting to the theoretical temperature coefficients $W_T(h, \theta,
E_{th})$ and the temperature profiles obtained from the ERA5 atmospheric
reanalysis. Muon absorption and Poisson statistics have been included to
increase realism. The resulting c.r. sample has been used as input for the
inverse problem and the obtained temperatures compared to the input temperature
data. Relative to early simulation works, performed without using angular
information and relying on underground temperature coefficients from a
sub-optimal depth, our analysis shows a strong improvement in temperature
predictability for all atmospheric layers up to 50 hPa, nearing a factor 2
error reduction. Furthermore, the temperature predictability on 6 h-intervals
stays well within the range 0.8-2.2 K. Most remarkably, we show that it can be
achieved with small-area m$^2$-scale muon hodoscopes, amenable nowadays to a
large variety of technologies. For mid-latitude locations, the optimal depth of
the underground station is around 20 m."
physics,Optomechanical accelerometers for geodesy,"We present a novel optomechanical inertial sensor for low frequency
applications and corresponding acceleration measurements. This sensor has a
resonant frequency of 4.7Hz, a mechanical quality factor of 476k, a test mass
of 2.6 gram, and a projected noise floor of approximately 5E-11 m s-2. per
root-Hz at 1Hz. Such performance, together with its small size, low weight,
reduced power consumption, and low susceptibility to environmental variables
such as magnetic field or drag conditions makes it an attractive technology for
future geodesy missions. In this paper, we present an experimental
demonstration of low-frequency ground seismic noise detection by direct
comparison with a commercial seismometer, anda data analysis algorithms for the
identification, characterization, and correction of several noise sources."
physics,The ELFIN Mission,"The Electron Loss and Fields Investigation with a Spatio-Temporal
Ambiguity-Resolving option (ELFIN-STAR, or simply: ELFIN) mission comprises two
identical 3-Unit (3U) CubeSats on a polar (~93deg inclination), nearly
circular, low-Earth (~450 km altitude) orbit. Launched on September 15, 2018,
ELFIN is expected to have a >2.5 year lifetime. Its primary science objective
is to resolve the mechanism of storm-time relativistic electron precipitation,
for which electromagnetic ion cyclotron (EMIC) waves are a prime candidate.
From its ionospheric vantage point, ELFIN uses its unique pitch-angle-resolving
capability to determine whether measured relativistic electron pitch-angle and
energy spectra within the loss cone bear the characteristic signatures of
scattering by EMIC waves or whether such scattering may be due to other
processes. Pairing identical ELFIN satellites with slowly-variable along-track
separation allows disambiguation of spatial and temporal evolution of the
precipitation over minutes-to-tens-of-minutes timescales, faster than the orbit
period of a single low-altitude satellite (~90min). Each satellite carries an
energetic particle detector for electrons (EPDE) that measures 50keV to 5MeV
electrons with deltaE/E<40% and a fluxgate magnetometer (FGM) on a ~72cm boom
that measures magnetic field waves (e.g., EMIC waves) in the range from DC to
5Hz Nyquist (nominally) with <0.3nT/sqrt(Hz) noise at 1Hz. The spinning
satellites (T_spin~3s) are equipped with magnetorquers that permit spin-up/down
and reorientation maneuvers. The spin axis is placed normal to the orbit plane,
allowing full pitch-angle resolution twice per spin. An energetic particle
detector for ions (EPDI) measures 250keV-5MeV ions, addressing secondary
science. Funded initially by CalSpace and the University Nanosat Program, ELFIN
was selected for flight with joint support from NSF and NASA between 2014 and
2018."
physics,A Review of Laser-Plasma Ion Acceleration,"An overview of research on laser-plasma based acceleration of ions is given.
The experimental state of the art is summarized and recent progress is
discussed. The basic acceleration processes are briefly reviewed with an
outlook on hybrid mechanisms and novel concepts. Finally, we put focus on the
development of engineered targets for enhanced acceleration and of all-optical
methods for beam post-acceleration and control."
physics,Terahertz streaking of few-femtosecond relativistic electron beams,"Streaking of photoelectrons with optical lasers has been widely used for
temporal characterization of attosecond extreme ultraviolet pulses. Recently,
this technique has been adapted to characterize femtosecond x-ray pulses in
free-electron lasers with the streaking imprinted by farinfrared and Terahertz
(THz) pulses. Here, we report successful implementation of THz streaking for
time-stamping of an ultrashort relativistic electron beam of which the energy
is several orders of magnitude higher than photoelectrons. Such ability is
especially important for MeV ultrafast electron diffraction (UED) applications
where electron beams with a few femtosecond pulse width may be obtained with
longitudinal compression while the arrival time may fluctuate at a much larger
time scale. Using this laser-driven THz streaking technique, the arrival time
of an ultrashort electron beam with 6 fs (rms) pulse width has been determined
with 1.5 fs (rms) accuracy. Furthermore, we have proposed and demonstrated a
non-invasive method for correction of the timing jitter with femtosecond
accuracy through measurement of the compressed beam energy, which may allow one
to advance UED towards sub-10 fs frontier far beyond the ~100 fs (rms) jitter."
physics,"Non-invasive time-sorting in radio-frequency compressed ultrafast
  electron diffraction","We demonstrate a non-invasive time-sorting method for ultrafast electron
diffraction (UED) experiments with radio-frequency (rf) compressed electron
beams. We show that electron beam energy and arrival time at the sample after
rf compression are strongly correlated such that the arrival time jitter may be
corrected through measurement of the beam energy. The method requires minimal
change to the infrastructure of most of the UED machines and is applicable to
both keV and MeV UED. In our experiment with ~3 MeV beam, the timing jitter
after rf compression is corrected with 35 fs root-mean-square (rms) accuracy,
limited by the 3x10^-4 energy stability. For keV UED with high energy
stability, sub-10 fs accuracy in time-sorting should be readily achievable.
This time-sorting technique allows us to retrieve the 2.5 THz oscillation
related to coherent A1g phonon in laser excited Bismuth film and extends the
temporal resolution of UED to a regime far beyond the 100-200 fs rms jitter
limitation."
physics,Exploring atmospheric radon with airborne gamma-ray spectroscopy,"$^{222}$Rn is a noble radioactive gas produced along the $^{238}$U decay
chain, which is present in the majority of soils and rocks. As $^{222}$Rn is
the most relevant source of natural background radiation, understanding its
distribution in the environment is of great concern for investigating the
health impacts of low-level radioactivity and for supporting regulation of
human exposure to ionizing radiation in modern society. At the same time,
$^{222}$Rn is a widespread atmospheric tracer whose spatial distribution is
generally used as a proxy for climate and pollution studies. Airborne gamma-ray
spectroscopy (AGRS) always treated $^{222}$Rn as a source of background since
it affects the indirect estimate of equivalent $^{238}$U concentration. In this
work the AGRS method is used for the first time for quantifying the presence of
$^{222}$Rn in the atmosphere and assessing its vertical profile. High
statistics radiometric data acquired during an offshore survey are fitted as a
superposition of a constant component due to the experimental setup background
radioactivity plus a height dependent contribution due to cosmic radiation and
atmospheric $^{222}$Rn. The refined statistical analysis provides not only a
conclusive evidence of AGRS $^{222}$Rn detection but also a (0.96 $\pm$ 0.07)
Bq/m$^{3}$ $^{222}$Rn concentration and a (1318 $\pm$ 22) m atmospheric layer
depth fully compatible with literature data."
physics,"Airborne gamma-ray spectroscopy for modeling cosmic radiation and
  effective dose in the lower atmosphere","In this paper we present the results of a $\sim$5 hour airborne gamma-ray
survey carried out over the Tyrrhenian sea in which the height range (77-3066)
m has been investigated. Gamma-ray spectroscopy measurements have been
performed by using the AGRS_16L detector, a module of four 4L NaI(Tl) crystals.
The experimental setup was mounted on the Radgyro, a prototype aircraft
designed for multisensorial acquisitions in the field of proximal remote
sensing. By acquiring high-statistics spectra over the sea (i.e. in the absence
of signals having geological origin) and by spanning a wide spectrum of
altitudes it has been possible to split the measured count rate into a constant
aircraft component and a cosmic component exponentially increasing with
increasing height. The monitoring of the count rate having pure cosmic origin
in the >3 MeV energy region allowed to infer the background count rates in the
$^{40}$K, $^{214}$Bi and $^{208}$Tl photopeaks, which need to be subtracted in
processing airborne gamma-ray data in order to estimate the potassium, uranium
and thorium abundances in the ground. Moreover, a calibration procedure has
been carried out by implementing the CARI-6P and EXPACS dosimetry tools,
according to which the annual cosmic effective dose to human population has
been linearly related to the measured cosmic count rates."
physics,"Revealing the Mechanism of Low-Energy Electron Yield Enhancement from
  Sensitizing Nanoparticles","We provide a physical explanation for enhancement of the low-energy electron
production by sensitizing nanoparticles due to irradiation by fast ions. It is
demonstrated that a significant increase in the number of emitted electrons
arises from the collective electron excitations in the nanoparticle. We predict
a new mechanism of the yield enhancement due to the plasmon excitations and
quantitatively estimate its contribution to the electron production. Revealing
the nanoscale mechanism of the electron yield enhancement, we provide an
efficient tool for evaluating the yield of emitted electron from various
sensitizers. It is shown that the number of low-energy electrons generated by
the gold and platinum nanoparticles of a given size exceeds that produced by
the equivalent volume of water and by other metallic (e.g., gadolinium)
nanoparticles by an order of magnitude. This observation emphasizes the
sensitization effect of the noble metal nanoparticles and endorses their
application in novel technologies of cancer therapy with ionizing radiation."
physics,"Transport of secondary electrons through coatings of ion-irradiated
  metallic nanoparticles","The transport of low-energy electrons through the coating of a
radiosensitizing metallic nanoparticle under fast ion irradiation is analyzed
theoretically and numerically. As a case study, we consider a poly(ethylene
glycol)-coated gold nanoparticle of diameter 1.6~nm excited by a carbon ion in
the Bragg peak region in water as well as by more energetic carbon ions. The
diffusion equation for low-energy electrons emitted from a finite-size
spherical source representing the surface of the metal core is solved to obtain
the electron number density as a function of radial distance and time.
Information on the atomistic structure and composition of the coating is
obtained from molecular dynamics simulations performed with the MBN Explorer
software package. Two mechanisms of low-energy electron production by the
metallic core are considered: the relaxation of plasmon excitations and
collective excitations of valence $d$ electrons in individual atoms of gold.
Diffusion coefficients and characteristic lifetimes of electrons propagating in
gold, water, and poly(ethylene glycol) are obtained from relativistic partial
wave analysis and the dielectric formalism, respectively. On this basis, the
number of electrons released through the organic coating into the surrounding
aqueous medium and the number of hydroxyl radicals produced are evaluated. The
largest increase of the radical yield due to low-energy electrons is observed
when the nanoparticle is excited by an ion with energy significantly exceeding
that in the Bragg peak region. It is also shown that the water content of the
coating, especially near the surface of the metal core, is crucial for the
production of hydroxyl radicals."
physics,"Electron production by sensitizing gold nanoparticles irradiated by fast
  ions","The yield of electrons generated by gold nanoparticles due to irradiation by
fast charged projectiles is estimated. The results of calculations are compared
to those obtained for pure water medium. It is demonstrated that a significant
increase in the number of emitted electrons arises from collective electron
excitations in the nanoparticle. The dominating enhancement mechanisms are
related to the formation of (i) plasmons excited in a whole nanoparticle, and
(ii) atomic giant resonances due to excitation of d electrons in individual
atoms. Decay of the collective electron excitations in a nanoparticle embedded
in a biological medium thus represents an important mechanism of the low-energy
electron production. Parameters of the utilized model approach are justified
through the calculation of the photoabsorption spectra of several gold
nanoparticles, performed by means of time-dependent density-functional theory."
physics,Laser induced strong-field ionization gas jet tomography,"We introduce a novel in-situ strong field ionization tomography approach for
characterizing the spatial density distribution of gas jets. We show that for
typical intensities in high harmonic generation experiments, the strong field
ionization mechanism used in our approach provides an improvement in the
resolution close to factor of 2 (resolving about 8 times smaller voxel volume),
when compared to linear/single-photon imaging modalities.
  We find, that while the depth of scan in linear tomography is limited by
resolution loss due to the divergence of the driving laser beam, in the
proposed approach the depth of focus is localized due to the inherent physical
nature of strong-field interaction and discuss implications of these findings.
We explore key aspects of the proposed method and compare it with commonly used
single- and multi-photon imaging mechanisms. The proposed method will be
particularly useful for strong field and attosecond science experiments."
physics,"Pore Network and Medial Axis simultaneous extraction through Maximal
  Ball Algorithm","Network Extraction algorithms from X-ray microcomputed tomography have become
a routine method to obtain pore connectivity and pore morphology information
from porous media. The main approaches for this extraction are either based on
Max Ball Algorithm or Medial Axis Extraction. The first is a robust method to
separate the pore space into pore and throats, which provides the pore and
throat sizes distributions directly. The second simplifies the medium by
thinning the volume into a one voxel wide centerline that preserves the
volume's topological information. Since each method has drastically different
implementations, it is not usual to use both to characterize the porous
structure. This work presents a method to extract a simplified centerline of
porous materials by adding few more steps to the well-established Max Ball
algorithm. Results for sandstones and carbonate rock samples show that this
Medial-Axis network can be used for single phase flow simulations, as well as
preserves the mediums morphology."
physics,"Kinetic corrections from analytic non-Maxwellian distribution functions
  in magnetized plasmas","In magnetized plasma physics, almost all developed analytic theories assume a
Maxwellian distribution function (MDF) and in some cases small deviations are
described using the perturbation theory. The deviations with respect to the
Maxwellian equilibrium, called kinetic effects, are required to be taken into
account specially for fusion reactor plasmas. Generally, because the
perturbation theory is not consistent with observed steady-state
non-Maxwellians, these kinetic effects are numerically evaluated by very
CPU-expensive codes, avoiding the analytic complexity of velocity phase space
integrals. We develop here a new method based on analytic non-Maxwellian
distribution functions constructed from non-orthogonal basis sets in order to
(i) use as few parameters as possible, (ii) increase the efficiency to model
numerical and experimental non-Maxwellians, (iii) help to understand unsolved
problems such as diagnostics discrepancies from the physical interpretation of
the parameters, and (iv) obtain analytic corrections due to kinetic effects
given by a small number of terms and removing the numerical error of the
evaluation of velocity phase space integrals. This work does not attempt to
derive new physical effects even if it could be possible to discover one from
the better understandings of some unsolved problems, but here we focus on the
analytic prediction of kinetic corrections from analytic non-Maxwellians. As
applications, examples of analytic kinetic corrections are shown for the
secondary electron emission, the Langmuir probe characteristic curve, and the
entropy. This is done by using three analytic representations of the
distribution function: the Kappa (KDF), the bi-modal or a new interpreted
non-Maxwellian (INMDF) distribution function. [...]"
physics,"Fluctuations and large deviations of Reynolds stresses in zonal jet
  dynamics","The Reynolds stress, or equivalently the average of the momentum flux, is key
to understanding the statistical properties of turbulent flows. Both typical
and rare fluctuations of the time averaged momentum flux are needed to fully
characterize the slow flow evolution. The fluctuations are described by a large
deviation rate function that may be calculated either from numerical
simulation, or from theory. We show that, for parameter regimes in which a
quasilinear approximation is accurate, the rate function can be found by
solving a matrix Riccati equation. Using this tool we compute for the first
time the large deviation rate function for the Reynolds stress of a turbulent
flow. We study a barotropic flow on a rotating sphere, and show that the
fluctuations are highly non-Gaussian. This work opens up new perspectives for
the study of rare transitions between attractors in turbulent flows."
physics,Crater Property in Two-Particle Bound States: When and Why,"Crater has shown that, for two particles (with masses $m_1$ and $m_2$) in a
Coulombic bound state, the charge distribution is equal to the sum of the two
charge distributions obtained by taking $m_1\to\infty$ and $m_2\to\infty$
respectively, while keeping the same Coulombic potential. We provide a simple
scaling criterion to determine whether an arbitrary Hamiltonian possesses this
property. In particular we show that, for a Coulombic system, fine structure
corrections preserve this Crater property while two-particle relativistic
corrections and/or hyperfine corrections may destroy it."
physics,"Parallel J-W Monte Carlo Simulations of Thermal Phase Changes in
  Finite-size Systems","The thermodynamic properties of 59 TeF6 clusters that undergo
temperature-driven phase transitions have been calculated with a canonical
J-walking Monte Carlo technique. A parallel code for simulations has been
developed and optimized on SUN3500 and CRAY-T3E computers. The Lindemann
criterion shows that the clusters transform from liquid to solid and then from
one solid structure to another in the temperature region 60-130 K."
physics,"Charge Dependence of Temperature-Driven Phase Transitions of Molecular
  Nanoclusters: Molecular Dynamics Simulation","Phase transitions (liquid-solid, solid-solid) triggered by temperature
changes are studied in free nanosized clusters of TeF_6 (SF_6) with different
negative charges assigned to the fluorine atoms. Molecular dynamics simulations
at constant energy show that the charge increase from q_F=0.1 e to q_F=0.25 e
shifts the melting temperature towards higher values and some of the metastable
solid states disappear. The increased repulsive interaction maintains the order
in molecular systems at higher temperatures."
physics,A Pseudospectral Method for Optimal Control of Open Quantum Systems,"In this paper, we present a unified computational method based on
pseudospectral approximations for the design of optimal pulse sequences in open
quantum systems. The proposed method transforms the problem of optimal pulse
design, which is formulated as a continuous time optimal control problem, to a
finite dimensional constrained nonlinear programming problem. This resulting
optimization problem can then be solved using existing numerical optimization
suites. We apply the Legendre pseudospectral method to a series of optimal
control problems on open quantum systems that arise in Nuclear Magnetic
Resonance (NMR) spectroscopy in liquids. These problems have been well studied
in previous literature and analytical optimal controls have been found. We find
an excellent agreement between the maximum transfer efficiency produced by our
computational method and the analytical expressions. Moreover, our method
permits us to extend the analysis and address practical concerns, including
smoothing discontinuous controls as well as deriving minimum energy controls.
The method is not restricted to the systems studied in this article but is
universal to every open quantum system whose performance is limited by
dissipation."
physics,Rules for Minimal Atomic Multipole Expansion of Molecular Fields,"A non-empirical minimal atomic multipole expansion (MAME) defines atomic
charges or higher multipoles that reproduce electrostatic potential outside
molecules. MAME eliminates problems associated with redundancy and with
statistical sampling, and produces atomic multipoles in line with chemical
intuition."
physics,"Analysis and Optimization of Resonance Energies and Widths Using Complex
  Absorbing Potentials","Complex absorbing potentials (CAPs) are artificial potentials added to
electronic Hamiltonians to make the wavefunction of metastable electronic
states square-integrable. This makes the electronic structure problem of
electronic resonances comparable to that of electronic bound states, thus
reducing the complexity of the problem. CAPs depend on two types of parameters:
the coupling parameter $\eta$ and a set of spatial parameters which define the
onset of the CAP. It has been a common practice over the years to minimize the
CAP perturbation on the physical electronic Hamiltonian by running an
$\eta-$trajectory, whereby one fixes the spatial parameters and varies $\eta$.
The optimal $\eta$ is chosen according to the minimum log-velocity criterion.
But the effectiveness of an $\eta-$trajectory strongly depends on the values of
the fixed spatial parameters.
  In this work, we propose a more general criterion, called the
$\xi-$criterion, which allows one to minimize any CAP parameter, including the
CAP spatial parameters. Indeed, we show that fixing $\eta$ and varying the
spatial parameters according to a scheme (i.e., running a spatial trajectory)
is a more efficient and reliable way of minimizing the CAP perturbations (which
is assessed using the $\xi-$criterion). We illustrate the method by determining
the resonance energy and width of the temporary anion of dinitrogen, at the
Hartree-Fock and EOM-EA-CCSD levels, using two different types of CAPs: the
box- and the smooth Voronoi-CAPs."
